期刊名,Quartile,,,,,,
Baltic Journal of Management,Q3,,,,,,
BMC Genomic Data,Q2,,,,,,
INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,Q2,,,,,,
JOURNAL FOR NATURE CONSERVATION,Q2,,,,,,
NUCLEAR PHYSICS A,Q2,,,,,,
WAVE MOTION,Q2,,,,,,
WEED SCIENCE,Q1,,,,,,
ACTA NEUROPSYCHIATRICA,Q2,,,,,,
ANALYTICAL BIOCHEMISTRY,Q3,,,,,,
ARCHIVES OF VIROLOGY,Q3,,,,,,
Journal of Industrial and Business Economics,Q1,,,,,,
MARINE CHEMISTRY,Q2,,,,,,
STRAHLENTHERAPIE UND ONKOLOGIE,Q2,,,,,,
Chinese Journal of Integrative Medicine,Q2,,,,,,
EXPERIMENTS IN FLUIDS,Q2,,,,,,
HEREDITAS,Q2,,,,,,
IJC Heart & Vasculature,Q2,,,,,,
INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,Q2,,,,,,
Journal of Tourism and Cultural Change,Q2,,,,,,
Transplantation Reviews,Q2,,,,,,
Clinical Breast Cancer,Q3,,,,,,
IEEE PHOTONICS TECHNOLOGY LETTERS,Q2,,,,,,
Journal of Arid Environments,Q2,,,,,,
JOURNAL OF HUMAN GENETICS,Q2,,,,,,
JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION,Q3,,,,,,
Anthropocene Coasts,Q2,,,,,,
"BMJ Nutrition, Prevention & Health",Q3,,,,,,
Cogent Engineering,Q2,,,,,,
Expert Review of Gastroenterology & Hepatology,Q2,,,,,,
FUNDAMENTAL & CLINICAL PHARMACOLOGY,Q3,,,,,,
International Journal of Nephrology and Renovascular Disease,Q2,,,,,,
Journal of Clinical Hypertension,Q2,,,,,,
JOURNAL OF NEUROIMMUNOLOGY,Q3,,,,,,
MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,Q2,,,,,,
Pacific Accounting Review,Q2,,,,,,
AMERICAN JOURNAL OF THERAPEUTICS,Q3,,,,,,
Cancer Informatics,Q2,,,,,,
ELECTROPHORESIS,Q3,,,,,,
Journal of Cardiovascular Translational Research,Q2,,,,,,
Ornamental Plant Research,Q2,,,,,,
Plant Pathology Journal,Q2,,,,,,
ULTRASONIC IMAGING,Q2,,,,,,
AMERICAN JOURNAL OF SCIENCE,Q2,,,,,,
ANNALEN DER PHYSIK,Q2,,,,,,
EUROPEAN HEART JOURNAL SUPPLEMENTS,Q2,,,,,,
International Journal of Metalcasting,Q2,,,,,,
Machines,Q2,,,,,,
DECISION SCIENCES,Q3,,,,,,
Hormones-International Journal of Endocrinology and Metabolism,Q3,,,,,,
METEOROLOGICAL APPLICATIONS,Q3,,,,,,
Microfluidics and Nanofluidics,Q2,,,,,,
PLASMA CHEMISTRY AND PLASMA PROCESSING,Q2,,,,,,
Pulmonary Circulation,Q2,,,,,,
Quaternary Geochronology,Q2,,,,,,
Transactions on Emerging Telecommunications Technologies,Q3,,,,,,
ARCHIVE OF APPLIED MECHANICS,Q2,,,,,,
Brain and Spine,Q2,,,,,,
Journal of Developmental Biology,Q2,,,,,,
AIDS Research and Therapy,Q2,,,,,,
Clinical & Translational Oncology,Q3,,,,,,
Current Research in Structural Biology,Q3,,,,,,
DIGESTIVE DISEASES AND SCIENCES,Q2,,,,,,
ELECTRONIC JOURNAL OF BIOTECHNOLOGY,Q3,,,,,,
INTEGRATION-THE VLSI JOURNAL,Q2,,,,,,
JOURNAL OF APPLIED PHYSICS,Q3,,,,,,
Journal of Meteorological Research,Q3,,,,,,
Scandinavian Journal of Management,Q3,,,,,,
Clinical Pharmacology-Advances and Applications,Q3,,,,,,
Drug Target Insights,Q3,,,,,,
ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,Q2,,,,,,
Food Additives & Contaminants Part B-Surveillance,Q2,,,,,,
International Journal of Pavement Research and Technology,Q2,,,,,,
PHOTOCHEMISTRY AND PHOTOBIOLOGY,Q3,,,,,,
Briefings in Functional Genomics,Q2,,,,,,
Critical Finance Review,Q2,,,,,,
Journal of Co-operative Organization and Management,Q3,,,,,,
JOURNAL OF MOLECULAR MODELING,Q3,,,,,,
Qualitative Research in financial Markets,Q2,,,,,,
SOFT COMPUTING,Q3,,,,,,
Aging Medicine,Q3,,,,,,
BIOTECHNOLOGY PROGRESS,Q3,,,,,,
EUROPEAN JOURNAL OF CANCER PREVENTION,Q3,,,,,,
INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH,Q3,,,,,,
Science China-Chemistry,Q1,,,,,,
BRITISH JOURNAL OF DERMATOLOGY,Q1,,,,,,
Burns & Trauma,Q1,,,,,,
IEEE SIGNAL PROCESSING MAGAZINE,Q1,,,,,,
Dialogues in Human Geography,Q1,,,,,,
Sustainable Production and Consumption,Q1,,,,,,
AMERICAN JOURNAL OF PUBLIC HEALTH,Q1,,,,,,
Global Food Security-Agriculture Policy Economics and Environment,Q1,,,,,,
Acta Biomaterialia,Q1,,,,,,
Journal of Materiomics,Q1,,,,,,
Review of Managerial Science,Q1,,,,,,
Biomaterials Research,Q1,,,,,,
Advanced Healthcare Materials,Q1,,,,,,
Cell Death & Disease,Q1,,,,,,
CLINICAL NUCLEAR MEDICINE,Q1,,,,,,
Communications Materials,Q1,,,,,,
Energy and AI,Q1,,,,,,
Annual Review of Biomedical Engineering,Q1,,,,,,
Annual Review of Political Science,Q1,,,,,,
OPHTHALMOLOGY,Q1,,,,,,
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Q1,,,,,,
JOURNAL OF FINANCE,Q1,,,,,,
ACM TRANSACTIONS ON GRAPHICS,Q1,,,,,,
EuroIntervention,Q1,,,,,,
Journal of Knowledge Management,Q1,,,,,,
Science China-Life Sciences,Q1,,,,,,
Journal of Materials Chemistry A,Q1,,,,,,
Energy Nexus,Q1,,,,,,
Corrosion Communications,Q1,,,,,,
Advanced Membranes,Q1,,,,,,
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,Q1,,,,,,
Journal of Physiotherapy,Q1,,,,,,
GENOME BIOLOGY,Q1,,,,,,
SPORTS MEDICINE,Q1,,,,,,
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,Q1,,,,,,
British Accounting Review,Q1,,,,,,
Journal of the National Cancer Center,Q1,,,,,,
Cochrane Database of Systematic Reviews,Q1,,,,,,
Current Opinion in Green and Sustainable Chemistry,Q1,,,,,,
Energy,Q1,,,,,,
Genes & Diseases,Q1,,,,,,
ACTA NEUROPATHOLOGICA,Q1,,,,,,
European Urology Oncology,Q1,,,,,,
CRITICAL CARE,Q1,,,,,,
Journal of Integrative Plant Biology,Q1,,,,,,
ACTA MATERIALIA,Q1,,,,,,
INTERNATIONAL JOURNAL OF COMPUTER VISION,Q1,,,,,,
Foundations and Trends in Computer Graphics and Vision,Q1,,,,,,
Progress in Electromagnetics Research-PIER,Q1,,,,,,
JAMA Ophthalmology,Q1,,,,,,
BRITISH JOURNAL OF ANAESTHESIA,Q1,,,,,,
IEEE TRANSACTIONS ON MOBILE COMPUTING,Q1,,,,,,
LANDSCAPE AND URBAN PLANNING,Q1,,,,,,
npj Biofilms and Microbiomes,Q1,,,,,,
ANGIOGENESIS,Q1,,,,,,
Energy Policy,Q1,,,,,,
JOURNAL OF INTERNAL MEDICINE,Q1,,,,,,
CCS Chemistry,Q1,,,,,,
ARCHIVOS DE BRONCONEUMOLOGIA,Q1,,,,,,
Sustainable Materials and Technologies,Q1,,,,,,
GREEN CHEMISTRY,Q1,,,,,,
Seminars in Immunopathology,Q1,,,,,,
Advances in Nutrition,Q1,,,,,,
Collagen and Leather,Q1,,,,,,
ANESTHESIOLOGY,Q1,,,,,,
JOURNAL OF NUCLEAR MEDICINE,Q1,,,,,,
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,Q1,,,,,,
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Q1,,,,,,
ACM TRANSACTIONS ON INFORMATION SYSTEMS,Q1,,,,,,
Journal of Cachexia Sarcopenia and Muscle,Q1,,,,,,
Current Environmental Health Reports,Q1,,,,,,
Liver Cancer,Q1,,,,,,
PSYCHOLOGY & MARKETING,Q1,,,,,,
Corporate Social Responsibility and Environmental Management,Q1,,,,,,
COMPUTERS IN INDUSTRY,Q1,,,,,,
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,Q1,,,,,,
Current Opinion in Food Science,Q1,,,,,,
NANO LETTERS,Q1,,,,,,
Renewable Energy,Q1,,,,,,
ACS Sensors,Q1,,,,,,
Droplet,Q1,,,,,,
Small Methods,Q1,,,,,,
Annual Review of Sociology,Q1,,,,,,
TRENDS IN CARDIOVASCULAR MEDICINE,Q1,,,,,,
Osteoarthritis and Cartilage,Q1,,,,,,
Management Review Quarterly,Q1,,,,,,
PHYSICAL REVIEW LETTERS,Q1,,,,,,
Biological Psychiatry,Q1,,,,,,
Alcohol Research-Current Reviews,Q1,,,,,,
International Journal of Contemporary Hospitality Management,Q1,,,,,,
Journal of Travel & Tourism Marketing,Q1,,,,,,
HUMAN RESOURCE MANAGEMENT,Q1,,,,,,
Cell Genomics,Q1,,,,,,
JOURNAL OF MANAGEMENT,Q1,,,,,,
BIORESOURCE TECHNOLOGY,Q1,,,,,,
JOURNAL OF MEMBRANE SCIENCE,Q1,,,,,,
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,Q1,,,,,,
Nano Research,Q1,,,,,,
LEARNING AND INDIVIDUAL DIFFERENCES,Q1,,,,,,
SEPARATION AND PURIFICATION TECHNOLOGY,Q1,,,,,,
ACS Measurement Science Au,Q1,,,,,,
Cleaner Materials,Q1,,,,,,
Microstructures,Q1,,,,,,
Soft Science,Q1,,,,,,
COMPUTERS IN HUMAN BEHAVIOR,Q1,,,,,,
Geoscience Frontiers,Q1,,,,,,
STROKE,Q1,,,,,,
IEEE Internet of Things Journal,Q1,,,,,,
IEEE Transactions on Neural Networks and Learning Systems,Q1,,,,,,
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,Q1,,,,,,
ECONOMIC GEOGRAPHY,Q1,,,,,,
COMPUTERS AND ELECTRONICS IN AGRICULTURE,Q1,,,,,,
Journal of Pharmaceutical Analysis,Q1,,,,,,
Communications Earth & Environment,Q1,,,,,,
CHINESE CHEMICAL LETTERS,Q1,,,,,,
JOURNAL OF BUSINESS VENTURING,Q1,,,,,,
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,Q1,,,,,,
Chinese Herbal Medicines,Q1,,,,,,
Dialogues in Clinical Neuroscience,Q1,,,,,,
Cell Communication and Signaling,Q1,,,,,,
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,Q1,,,,,,
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,Q1,,,,,,
BJS-British Journal of Surgery,Q1,,,,,,
EDUCATIONAL PSYCHOLOGY REVIEW,Q1,,,,,,
JOURNAL OF ECONOMIC PERSPECTIVES,Q1,,,,,,
npj Urban Sustainability,Q1,,,,,,
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,Q1,,,,,,
JOURNAL OF WORLD BUSINESS,Q1,,,,,,
Virtual and Physical Prototyping,Q1,,,,,,
npj 2D Materials and Applications,Q1,,,,,,
Environmental Science & Technology Letters,Q1,,,,,,
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,Q1,,,,,,
Topics in Current Chemistry,Q1,,,,,,
Annual Review of Animal Biosciences,Q1,,,,,,
Annual Review of Statistics and Its Application,Q1,,,,,,
Economic Analysis and Policy,Q1,,,,,,
Nature Mental Health,Q1,,,,,,
DEVELOPMENTAL CELL,Q1,,,,,,
Machine Intelligence Research,Q1,,,,,,
Journal of Purchasing and Supply Management,Q1,,,,,,
Journal of Crohns & Colitis,Q1,,,,,,
IEEE Transactions on Systems Man Cybernetics-Systems,Q1,,,,,,
International Journal of Coal Science & Technology,Q1,,,,,,
International Journal of Stroke,Q1,,,,,,
Water Cycle,Q1,,,,,,
JACS Au,Q1,,,,,,
ACS Materials Letters,Q1,,,,,,
CANCER AND METASTASIS REVIEWS,Q1,,,,,,
Applied Surface Science Advances,Q1,,,,,,
SURFACE SCIENCE REPORTS,Q1,,,,,,
Ukrainian Journal of Physical Optics,Q1,,,,,,
Gondwana Research,Q1,,,,,,
CHEST,Q1,,,,,,
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,Q1,,,,,,
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,Q1,,,,,,
Journal of Stroke,Q1,,,,,,
International Journal of Applied Earth Observation and Geoinformation,Q1,,,,,,
JOURNAL OF SERVICE RESEARCH,Q1,,,,,,
Materials Today Energy,Q1,,,,,,
Annual Review of Genetics,Q1,,,,,,
Journal of Road Engineering,Q1,,,,,,
NEUROLOGY,Q1,,,,,,
Optica,Q1,,,,,,
CLINICAL MICROBIOLOGY AND INFECTION,Q1,,,,,,
Horticulture Research,Q1,,,,,,
Swarm and Evolutionary Computation,Q1,,,,,,
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,Q1,,,,,,
CORROSION SCIENCE,Q1,,,,,,
MEDICAL JOURNAL OF AUSTRALIA,Q1,,,,,,
International Journal of Biological Macromolecules,Q1,,,,,,
Diabetes & Metabolism Journal,Q1,,,,,,
International Journal of Artificial Intelligence in Education,Q1,,,,,,
TRANSACTIONS OF TIANJIN UNIVERSITY,Q1,,,,,,
VIEW,Q1,,,,,,
Perspectives on Psychological Science,Q1,,,,,,
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,Q1,,,,,,
Farming System,Q1,,,,,,
Circulation-Heart Failure,Q1,,,,,,
Review of Finance,Q1,,,,,,
ENGINEERING GEOLOGY,Q1,,,,,,
npj Climate and Atmospheric Science,Q1,,,,,,
Brain Stimulation,Q1,,,,,,
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,Q1,,,,,,
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,Q1,,,,,,
Journal of Environmental Management,Q1,,,,,,
Annual Review of Resource Economics,Q1,,,,,,
ACTA PHARMACOLOGICA SINICA,Q1,,,,,,
Cold Spring Harbor Perspectives in Biology,Q1,,,,,,
Journal of Physics-Photonics,Q1,,,,,,
Journal of CO2 Utilization,Q1,,,,,,
Annual Review of Nuclear and Particle Science,Q1,,,,,,
Cancer Biology & Medicine,Q1,,,,,,
Integrated Environmental Assessment and Management,Q1,,,,,,
International Journal of Hospitality Management,Q1,,,,,,
TELEMATICS AND INFORMATICS,Q1,,,,,,
PHYTOMEDICINE,Q1,,,,,,
BMC Medicine,Q1,,,,,,
EMBO Molecular Medicine,Q1,,,,,,
Underground Space,Q1,,,,,,
IEEE TRANSACTIONS ON COMMUNICATIONS,Q1,,,,,,
INFORMATION SYSTEMS FRONTIERS,Q1,,,,,,
npj Quantum Information,Q1,,,,,,
IEEE Transactions on Transportation Electrification,Q1,,,,,,
Annual Review of Virology,Q1,,,,,,
EMBO JOURNAL,Q1,,,,,,
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Q1,,,,,,
ESMO Open,Q1,,,,,,
AUTOIMMUNITY REVIEWS,Q1,,,,,,
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Q1,,,,,,
NPG Asia Materials,Q1,,,,,,
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,Q1,,,,,,
Small Science,Q1,,,,,,
IMMUNOLOGICAL REVIEWS,Q1,,,,,,
Progress of Theoretical and Experimental Physics,Q1,,,,,,
AMERICAN JOURNAL OF KIDNEY DISEASES,Q1,,,,,,
AMERICAN JOURNAL OF TRANSPLANTATION,Q1,,,,,,
INFORMATION & MANAGEMENT,Q1,,,,,,
Journal of International Financial Management & Accounting,Q1,,,,,,
Particle and Fibre Toxicology,Q1,,,,,,
Environmental Chemistry and Ecotoxicology,Q1,,,,,,
npj Parkinsons Disease,Q1,,,,,,
SUSTAINABLE DEVELOPMENT,Q1,,,,,,
IEEE COMMUNICATIONS MAGAZINE,Q1,,,,,,
HYPERTENSION,Q1,,,,,,
Cancer Immunology Research,Q1,,,,,,
JOURNAL OF CARDIAC FAILURE,Q1,,,,,,
Earths Future,Q1,,,,,,
FREE RADICAL BIOLOGY AND MEDICINE,Q1,,,,,,
Friction,Q1,,,,,,
IEEE Open Journal of the Computer Society,Q1,,,,,,
Developments in the Built Environment,Q1,,,,,,
Water Research X,Q1,,,,,,
Food Chemistry-X,Q1,,,,,,
ACS Applied Materials & Interfaces,Q1,,,,,,
Future Foods,Q1,,,,,,
Materials Today Nano,Q1,,,,,,
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,Q1,,,,,,
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,Q1,,,,,,
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,Q1,,,,,,
HEALTH AFFAIRS,Q1,,,,,,
Journal of Statistical Software,Q1,,,,,,
Lancet Regional Health-Western Pacific,Q1,,,,,,
AMERICAN JOURNAL OF HUMAN GENETICS,Q1,,,,,,
DRUG DELIVERY,Q1,,,,,,
NEW PHYTOLOGIST,Q1,,,,,,
Diagnostic and Interventional Imaging,Q1,,,,,,
Tumour Virus Research,Q1,,,,,,
Current Pollution Reports,Q1,,,,,,
Molecular Horticulture,Q1,,,,,,
Adolescent Research Review,Q1,,,,,,
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,Q1,,,,,,
APOPTOSIS,Q1,,,,,,
Regenerative Biomaterials,Q1,,,,,,
EES Catalysis,Q1,,,,,,
Journal of Hazardous Materials Letters,Q1,,,,,,
International Journal of STEM Education,Q1,,,,,,
INVESTIGATIVE RADIOLOGY,Q1,,,,,,
BASIC RESEARCH IN CARDIOLOGY,Q1,,,,,,
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,Q1,,,,,,
IEEE Transactions on Information Forensics and Security,Q1,,,,,,
Petroleum Exploration and Development,Q1,,,,,,
RESEARCH POLICY,Q1,,,,,,
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,Q1,,,,,,
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,Q1,,,,,,
npj Precision Oncology,Q1,,,,,,
Geography and Sustainability,Q1,,,,,,
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,Q1,,,,,,
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,Q1,,,,,,
FOOD RESEARCH INTERNATIONAL,Q1,,,,,,
Science of The Total Environment,Q1,,,,,,
Biofabrication,Q1,,,,,,
Construction and Building Materials,Q1,,,,,,
Materials Today Advances,Q1,,,,,,
ACM Transactions on Computing for Healthcare,Q1,,,,,,
Device,Q1,,,,,,
IEEE Transactions on Network Science and Engineering,Q1,,,,,,
GENOMICS PROTEOMICS & BIOINFORMATICS,Q1,,,,,,
Results in Engineering,Q1,,,,,,
Tourism Review,Q1,,,,,,
ECOLOGY LETTERS,Q1,,,,,,
JOURNAL OF HEADACHE AND PAIN,Q1,,,,,,
HAEMATOLOGICA,Q1,,,,,,
BREAST,Q1,,,,,,
Journal of Service Management,Q1,,,,,,
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,Q1,,,,,,
Materials Research Letters,Q1,,,,,,
TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,Q1,,,,,,
MATERIALS & DESIGN,Q1,,,,,,
ENTREPRENEURSHIP THEORY AND PRACTICE,Q1,,,,,,
Materials Today Sustainability,Q1,,,,,,
JOURNAL OF POWER SOURCES,Q1,,,,,,
Journal of Nanostructure in Chemistry,Q1,,,,,,
Journal of Obesity & Metabolic Syndrome,Q1,,,,,,
Annual Review of Genomics and Human Genetics,Q1,,,,,,
Journal of Orthopaedic Translation,Q1,,,,,,
European Review of Social Psychology,Q1,,,,,,
ANNALS OF TOURISM RESEARCH,Q1,,,,,,
PSYCHOLOGICAL METHODS,Q1,,,,,,
Eurosurveillance,Q1,,,,,,
Journal of Mixed Methods Research,Q1,,,,,,
JPAD-Journal of Prevention of Alzheimers Disease,Q1,,,,,,
Journal of Hospitality and Tourism Management,Q1,,,,,,
Resources Environment and Sustainability,Q1,,,,,,
FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,Q1,,,,,,
JOURNAL OF INTERACTIVE MARKETING,Q1,,,,,,
Journal of Sustainable Tourism,Q1,,,,,,
npj Science of Food,Q1,,,,,,
Journal of Intelligent and Connected Vehicles,Q1,,,,,,
Hepatobiliary Surgery and Nutrition,Q1,,,,,,
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,Q1,,,,,,
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,Q1,,,,,,
SEMINARS IN IMMUNOLOGY,Q1,,,,,,
HARVARD BUSINESS REVIEW,Q1,,,,,,
ANNALS OF NEUROLOGY,Q1,,,,,,
THORAX,Q1,,,,,,
PLOS Digital Health,Q1,,,,,,
JACC-Clinical Electrophysiology,Q1,,,,,,
ENVIRONMENTAL RESEARCH,Q1,,,,,,
BRIEFINGS IN BIOINFORMATICS,Q1,,,,,,
BRITISH JOURNAL OF PHARMACOLOGY,Q1,,,,,,
SENSORS AND ACTUATORS B-CHEMICAL,Q1,,,,,,
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,Q1,,,,,,
Molecular Systems Biology,Q1,,,,,,
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,Q1,,,,,,
GENES & DEVELOPMENT,Q1,,,,,,
Cell Systems,Q1,,,,,,
NEOPLASIA,Q1,,,,,,
Plant Nano Biology,Q1,,,,,,
CLINICAL SCIENCE,Q1,,,,,,
Composites Communications,Q1,,,,,,
BME Frontiers,Q1,,,,,,
FUEL PROCESSING TECHNOLOGY,Q1,,,,,,
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,Q1,,,,,,
Journal of Hazardous Materials Advances,Q1,,,,,,
CRITICAL REVIEWS IN BIOTECHNOLOGY,Q1,,,,,,
Frontiers of Engineering Management,Q1,,,,,,
ACS Environmental Au,Q1,,,,,,
Progress in Biomedical Engineering,Q1,,,,,,
Lancet Regional Health-Americas,Q1,,,,,,
China Finance Review International,Q1,,,,,,
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,Q1,,,,,,
Alzheimers Research & Therapy,Q1,,,,,,
ORGANIZATIONAL RESEARCH METHODS,Q1,,,,,,
BRITISH JOURNAL OF PSYCHIATRY,Q1,,,,,,
BRAIN BEHAVIOR AND IMMUNITY,Q1,,,,,,
BIOSCIENCE,Q1,,,,,,
MOVEMENT DISORDERS,Q1,,,,,,
AMERICAN JOURNAL OF GASTROENTEROLOGY,Q1,,,,,,
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,Q1,,,,,,
PHYTOCHEMISTRY REVIEWS,Q1,,,,,,
PATTERN RECOGNITION,Q1,,,,,,
BMJ Evidence-Based Medicine,Q1,,,,,,
npj Breast Cancer,Q1,,,,,,
Food Engineering Reviews,Q1,,,,,,
Science China-Information Sciences,Q1,,,,,,
Internet of Things,Q1,,,,,,
International Journal of Consumer Studies,Q1,,,,,,
Energy Conversion and Management-X,Q1,,,,,,
KNOWLEDGE-BASED SYSTEMS,Q1,,,,,,
Mucosal Immunology,Q1,,,,,,
Sensors and Actuators Reports,Q1,,,,,,
Bio-Design and Manufacturing,Q1,,,,,,
PROGRESS IN CARDIOVASCULAR DISEASES,Q1,,,,,,
PROGRESS IN PHOTOVOLTAICS,Q1,,,,,,
BUILDING AND ENVIRONMENT,Q1,,,,,,
Green Chemical Engineering,Q1,,,,,,
npj Materials Degradation,Q1,,,,,,
Animal Nutrition,Q1,,,,,,
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,Q1,,,,,,
Neurology-Neuroimmunology & Neuroinflammation,Q1,,,,,,
IEEE Transactions on Dependable and Secure Computing,Q1,,,,,,
INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,Q1,,,,,,
Emerging Microbes & Infections,Q1,,,,,,
European Journal of Preventive Cardiology,Q1,,,,,,
ECOLOGICAL MONOGRAPHS,Q1,,,,,,
JHEP Reports,Q1,,,,,,
Science China-Physics Mechanics & Astronomy,Q1,,,,,,
Annual Review of Analytical Chemistry,Q1,,,,,,
Digital Communications and Networks,Q1,,,,,,
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,Q1,,,,,,
INDUSTRIAL MARKETING MANAGEMENT,Q1,,,,,,
Journal of Translational Medicine,Q1,,,,,,
BIOMEDICINE & PHARMACOTHERAPY,Q1,,,,,,
GASTROINTESTINAL ENDOSCOPY,Q1,,,,,,
CURRENT BIOLOGY,Q1,,,,,,
DIABETES,Q1,,,,,,
EXPERT SYSTEMS WITH APPLICATIONS,Q1,,,,,,
ARCHIVES OF PHARMACAL RESEARCH,Q1,,,,,,
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,Q1,,,,,,
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,Q1,,,,,,
Water Resources and Industry,Q1,,,,,,
Fuel,Q1,,,,,,
DRUG DISCOVERY TODAY,Q1,,,,,,
Carbon Resources Conversion,Q1,,,,,,
CURRENT OPINION IN PLANT BIOLOGY,Q1,,,,,,
CURRENT OPINION IN MICROBIOLOGY,Q1,,,,,,
CHEMICAL RECORD,Q1,,,,,,
REVIEW OF EDUCATIONAL RESEARCH,Q1,,,,,,
International Journal of Management Education,Q1,,,,,,
Journal of Destination Marketing & Management,Q1,,,,,,
Information Processing in Agriculture,Q1,,,,,,
Journal of Business Logistics,Q1,,,,,,
EUROPACE,Q1,,,,,,
Food Science and Human Wellness,Q1,,,,,,
SERVICE INDUSTRIES JOURNAL,Q1,,,,,,
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,Q1,,,,,,
Cellular and Molecular Gastroenterology and Hepatology,Q1,,,,,,
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,Q1,,,,,,
Ecological Indicators,Q1,,,,,,
Circulation-Cardiovascular Interventions,Q1,,,,,,
CNS DRUGS,Q1,,,,,,
CLINICAL NUTRITION,Q1,,,,,,
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,Q1,,,,,,
DIABETES RESEARCH AND CLINICAL PRACTICE,Q1,,,,,,
Journal of Building Engineering,Q1,,,,,,
POLYMER DEGRADATION AND STABILITY,Q1,,,,,,
Energy Research & Social Science,Q1,,,,,,
Patterns,Q1,,,,,,
Obesity Reviews,Q1,,,,,,
Chemical Science,Q1,,,,,,
Journal of Translational Internal Medicine,Q1,,,,,,
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,Q1,,,,,,
REDOX REPORT,Q1,,,,,,
Science China-Materials,Q1,,,,,,
SPACE SCIENCE REVIEWS,Q1,,,,,,
JOURNAL OF INTELLIGENT MANUFACTURING,Q1,,,,,,
Fuzzy Optimization and Decision Making,Q1,,,,,,
Materials Today Electronics,Q1,,,,,,
RIVISTA DEL NUOVO CIMENTO,Q1,,,,,,
PERSOONIA,Q1,,,,,,
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,Q1,,,,,,
Bottom Line,Q1,,,,,,
CLINICAL INFECTIOUS DISEASES,Q1,,,,,,
Ecological Informatics,Q1,,,,,,
European Management Journal,Q1,,,,,,
mAbs,Q1,,,,,,
